,Date,Country,Status,AQI Value
895,2022-07-23,Germany,Moderate,61
896,2022-07-23,Ghana,Unhealthy for Sensitive Groups,111
898,2022-07-23,Greece,Moderate,57
900,2022-07-23,Guadeloupe,Good,14
902,2022-07-23,Guatemala,Moderate,56
904,2022-07-23,Hong Kong,Good,44
906,2022-07-23,Iceland,Good,11
907,2022-07-23,India,Unhealthy for Sensitive Groups,146
908,2022-07-23,Indonesia,Moderate,93
911,2022-07-23,Ireland,Good,28
912,2022-07-23,Israel,Moderate,88
913,2022-07-23,Italy,Unhealthy for Sensitive Groups,113
915,2022-07-23,Japan,Moderate,70
917,2022-07-23,Jordan,Good,23
918,2022-07-23,Kazakhstan,Moderate,63
919,2022-07-23,Kenya,Unhealthy,185
921,2022-07-23,Kuwait,Unhealthy for Sensitive Groups,102
922,2022-07-23,Kyrgyzstan,Good,43
923,2022-07-23,Laos,Moderate,62
924,2022-07-23,Latvia,Good,20
927,2022-07-23,Liechtenstein,Good,25
928,2022-07-23,Lithuania,Moderate,51
930,2022-07-23,Macao,Good,38
931,2022-07-23,Macedonia,Moderate,67
932,2022-07-23,Madagascar,Good,27
933,2022-07-23,Malaysia,Moderate,62
934,2022-07-23,Malta,Good,50
935,2022-07-23,Martinique,Good,40
936,2022-07-23,Mexico,Moderate,92
937,2022-07-23,Moldova,Good,12
938,2022-07-23,Monaco,Good,43
939,2022-07-23,Mongolia,Good,43
940,2022-07-23,Montenegro,Good,48
941,2022-07-23,Myanmar,Good,27
942,2022-07-23,Nepal,Good,21
943,2022-07-23,Netherlands,Moderate,66
945,2022-07-23,New Zealand,Moderate,58
946,2022-07-23,Nigeria,Unhealthy for Sensitive Groups,105
947,2022-07-23,Norway,Good,23
948,2022-07-23,Pakistan,Moderate,91
949,2022-07-23,Palestinian Territory,Moderate,55
950,2022-07-23,Peru,Unhealthy for Sensitive Groups,148
951,2022-07-23,Philippines,Moderate,83
952,2022-07-23,Poland,Moderate,65
953,2022-07-23,Portugal,Good,25
956,2022-07-23,Reunion,Good,23
957,2022-07-23,Romania,Moderate,67
958,2022-07-23,Russia,Unhealthy for Sensitive Groups,140
959,2022-07-23,San Marino,Moderate,59
961,2022-07-23,Serbia,Moderate,89
962,2022-07-23,Singapore,Moderate,63
963,2022-07-23,Slovakia,Moderate,56
964,2022-07-23,Slovenia,Moderate,60
965,2022-07-23,South Africa,Moderate,83
966,2022-07-23,South Korea,Moderate,75
967,2022-07-23,Spain,Unhealthy for Sensitive Groups,128
968,2022-07-23,Sri Lanka,Good,36
970,2022-07-23,Sweden,Good,16
971,2022-07-23,Switzerland,Good,39
972,2022-07-23,Taiwan,Moderate,56
973,2022-07-23,Tajikistan,Moderate,56
974,2022-07-23,Thailand,Moderate,96
976,2022-07-23,Trinidad and Tobago,Good,44
977,2022-07-23,Turkey,Moderate,64
979,2022-07-23,Uganda,Unhealthy,162
980,2022-07-23,Ukraine,Good,46
981,2022-07-23,United Arab Emirates,Moderate,92
982,2022-07-23,United Kingdom of Great Britain and Northern Ireland,Good,41
983,2022-07-23,United States of America,Moderate,86
985,2022-07-23,Vatican,Moderate,68
987,2022-07-23,Vietnam,Unhealthy for Sensitive Groups,119
991,2022-07-24,Andorra,Good,41
993,2022-07-24,Argentina,Good,42
994,2022-07-24,Armenia,Good,43
995,2022-07-24,Australia,Moderate,60
996,2022-07-24,Austria,Good,43
997,2022-07-24,Azerbaijan,Good,11
999,2022-07-24,Bangladesh,Unhealthy for Sensitive Groups,141
1000,2022-07-24,Belarus,Good,28
1001,2022-07-24,Belgium,Good,49
1005,2022-07-24,Bosnia and Herzegovina,Moderate,76
1006,2022-07-24,Brazil,Moderate,95
1007,2022-07-24,Brunei,Good,10
1008,2022-07-24,Bulgaria,Good,35
1011,2022-07-24,Canada,Moderate,71
1012,2022-07-24,Cape Verde,Good,24
1016,2022-07-24,Chile,Unhealthy for Sensitive Groups,142
1017,2022-07-24,China,Unhealthy,155
1018,2022-07-24,Colombia,Moderate,68
1020,2022-07-24,Croatia,Good,42
1021,2022-07-24,Cyprus,Good,31
1022,2022-07-24,Czech Republic,Moderate,71
1023,2022-07-24,Denmark,Good,17
1024,2022-07-24,Dominican Republic,Good,22
1025,2022-07-24,Ecuador,Good,32
1028,2022-07-24,Estonia,Good,15
1029,2022-07-24,Ethiopia,Moderate,90
1030,2022-07-24,Finland,Good,19
1031,2022-07-24,France,Moderate,58
1032,2022-07-24,French Guiana,Good,16
1035,2022-07-24,Georgia,Moderate,80
1036,2022-07-24,Germany,Moderate,69
1037,2022-07-24,Ghana,Moderate,85
1039,2022-07-24,Greece,Moderate,64
1041,2022-07-24,Guadeloupe,Good,10
1043,2022-07-24,Guatemala,Good,29
1045,2022-07-24,Hong Kong,Moderate,60
1047,2022-07-24,Iceland,Good,7
1048,2022-07-24,India,Unhealthy for Sensitive Groups,147
1049,2022-07-24,Indonesia,Moderate,93
1052,2022-07-24,Ireland,Good,26
1053,2022-07-24,Israel,Moderate,83
1054,2022-07-24,Italy,Moderate,97
1056,2022-07-24,Japan,Moderate,97
1058,2022-07-24,Jordan,Good,26
1059,2022-07-24,Kazakhstan,Moderate,68
1060,2022-07-24,Kenya,Good,38
1062,2022-07-24,Kuwait,Unhealthy for Sensitive Groups,110
1063,2022-07-24,Kyrgyzstan,Good,47
1064,2022-07-24,Laos,Moderate,53
1065,2022-07-24,Latvia,Good,12
1068,2022-07-24,Liechtenstein,Good,27
1069,2022-07-24,Lithuania,Good,23
1071,2022-07-24,Macao,Moderate,57
1072,2022-07-24,Macedonia,Moderate,77
1073,2022-07-24,Madagascar,Moderate,70
1074,2022-07-24,Malaysia,Moderate,59
1075,2022-07-24,Malta,Moderate,52
1076,2022-07-24,Martinique,Good,46
1077,2022-07-24,Mexico,Moderate,82
1078,2022-07-24,Moldova,Good,15
1079,2022-07-24,Monaco,Good,44
1080,2022-07-24,Mongolia,Moderate,51
1081,2022-07-24,Montenegro,Moderate,54
1082,2022-07-24,Myanmar,Good,45
1083,2022-07-24,Nepal,Good,35
1084,2022-07-24,Netherlands,Good,48
1086,2022-07-24,New Zealand,Good,31
1087,2022-07-24,Nigeria,Unhealthy for Sensitive Groups,105
1088,2022-07-24,Norway,Good,35
1089,2022-07-24,Pakistan,Moderate,91
1090,2022-07-24,Palestinian Territory,Moderate,66
1091,2022-07-24,Peru,Moderate,85
1092,2022-07-24,Philippines,Moderate,83
1093,2022-07-24,Poland,Good,47
1094,2022-07-24,Portugal,Good,23
1097,2022-07-24,Reunion,Good,16
1098,2022-07-24,Romania,Moderate,67
1099,2022-07-24,Russia,Moderate,85
1100,2022-07-24,San Marino,Moderate,76
1102,2022-07-24,Serbia,Moderate,60
1103,2022-07-24,Singapore,Good,32
1104,2022-07-24,Slovakia,Moderate,56
1105,2022-07-24,Slovenia,Moderate,53
1106,2022-07-24,South Africa,Moderate,83
1107,2022-07-24,South Korea,Moderate,74
1108,2022-07-24,Spain,Unhealthy for Sensitive Groups,123
1109,2022-07-24,Sri Lanka,Good,48
1111,2022-07-24,Sweden,Good,22
1112,2022-07-24,Switzerland,Good,43
1113,2022-07-24,Taiwan,Moderate,60
1114,2022-07-24,Tajikistan,Moderate,64
1115,2022-07-24,Thailand,Moderate,91
1117,2022-07-24,Trinidad and Tobago,Moderate,78
1118,2022-07-24,Turkey,Moderate,66
1120,2022-07-24,Uganda,Unhealthy,169
1121,2022-07-24,Ukraine,Moderate,63
1122,2022-07-24,United Arab Emirates,Unhealthy,174
1123,2022-07-24,United Kingdom of Great Britain and Northern Ireland,Good,39
1124,2022-07-24,United States of America,Moderate,85
1126,2022-07-24,Vatican,Moderate,57
1128,2022-07-24,Vietnam,Moderate,92
1132,2022-07-25,Andorra,Good,16
1134,2022-07-25,Argentina,Moderate,74
1135,2022-07-25,Armenia,Moderate,78
1136,2022-07-25,Australia,Good,43
1137,2022-07-25,Austria,Good,47
1138,2022-07-25,Azerbaijan,Good,34
1140,2022-07-25,Bangladesh,Unhealthy for Sensitive Groups,141
1141,2022-07-25,Belarus,Good,29
1142,2022-07-25,Belgium,Good,24
1146,2022-07-25,Bosnia and Herzegovina,Moderate,62
1147,2022-07-25,Brazil,Unhealthy for Sensitive Groups,108
1148,2022-07-25,Brunei,Good,11
1149,2022-07-25,Bulgaria,Good,33
1152,2022-07-25,Canada,Good,48
1153,2022-07-25,Cape Verde,Good,43
1157,2022-07-25,Chile,Unhealthy for Sensitive Groups,113
1158,2022-07-25,China,Unhealthy,157
1159,2022-07-25,Colombia,Moderate,66
1161,2022-07-25,Croatia,Good,42
1162,2022-07-25,Cyprus,Good,40
1163,2022-07-25,Czech Republic,Moderate,84
1164,2022-07-25,Denmark,Good,14
1165,2022-07-25,Dominican Republic,Good,21
1166,2022-07-25,Ecuador,Good,39
1169,2022-07-25,Estonia,Good,15
1170,2022-07-25,Ethiopia,Unhealthy,161
1171,2022-07-25,Finland,Good,28
1172,2022-07-25,France,Moderate,64
1173,2022-07-25,French Guiana,Good,15
1176,2022-07-25,Georgia,Good,34
1177,2022-07-25,Germany,Moderate,62
1178,2022-07-25,Ghana,Moderate,84
1180,2022-07-25,Greece,Moderate,57
1182,2022-07-25,Guadeloupe,Good,38
1184,2022-07-25,Guatemala,Good,35
1186,2022-07-25,Hong Kong,Moderate,58
1188,2022-07-25,Iceland,Good,8
1189,2022-07-25,India,Unhealthy for Sensitive Groups,146
1190,2022-07-25,Indonesia,Moderate,93
1193,2022-07-25,Ireland,Good,20
1194,2022-07-25,Israel,Moderate,82
1195,2022-07-25,Italy,Unhealthy for Sensitive Groups,113
1197,2022-07-25,Japan,Moderate,89
1199,2022-07-25,Jordan,Good,24
1200,2022-07-25,Kazakhstan,Moderate,85
1201,2022-07-25,Kenya,Good,49
1203,2022-07-25,Kuwait,Unhealthy for Sensitive Groups,120
1204,2022-07-25,Kyrgyzstan,Good,42
1205,2022-07-25,Laos,Moderate,66
1206,2022-07-25,Latvia,Good,17
1209,2022-07-25,Liechtenstein,Good,17
1210,2022-07-25,Lithuania,Good,28
1212,2022-07-25,Macao,Good,50
1213,2022-07-25,Macedonia,Moderate,62
1214,2022-07-25,Madagascar,Good,35
1215,2022-07-25,Malaysia,Moderate,57
1216,2022-07-25,Malta,Good,38
1217,2022-07-25,Martinique,Moderate,78
1218,2022-07-25,Mexico,Moderate,81
1219,2022-07-25,Moldova,Good,9
1220,2022-07-25,Monaco,Good,37
1221,2022-07-25,Mongolia,Moderate,63
1222,2022-07-25,Montenegro,Moderate,56
1223,2022-07-25,Myanmar,Good,27
1224,2022-07-25,Nepal,Good,31
1225,2022-07-25,Netherlands,Good,38
1227,2022-07-25,New Zealand,Good,36
1228,2022-07-25,Nigeria,Unhealthy for Sensitive Groups,105
1229,2022-07-25,Norway,Good,35
1230,2022-07-25,Pakistan,Moderate,91
1231,2022-07-25,Palestinian Territory,Moderate,57
1232,2022-07-25,Peru,Moderate,90
1233,2022-07-25,Philippines,Moderate,83
1234,2022-07-25,Poland,Moderate,52
1235,2022-07-25,Portugal,Good,23
1238,2022-07-25,Reunion,Good,18
1239,2022-07-25,Romania,Moderate,70
1240,2022-07-25,Russia,Moderate,81
1241,2022-07-25,San Marino,Moderate,55
1243,2022-07-25,Serbia,Moderate,64
1244,2022-07-25,Singapore,Good,27
1245,2022-07-25,Slovakia,Moderate,57
1246,2022-07-25,Slovenia,Moderate,55
1247,2022-07-25,South Africa,Moderate,83
1248,2022-07-25,South Korea,Moderate,89
1249,2022-07-25,Spain,Moderate,95
1250,2022-07-25,Sri Lanka,Good,36
1252,2022-07-25,Sweden,Good,30
1253,2022-07-25,Switzerland,Good,35
1254,2022-07-25,Taiwan,Moderate,66
1255,2022-07-25,Tajikistan,Moderate,62
1256,2022-07-25,Thailand,Unhealthy for Sensitive Groups,116
1258,2022-07-25,Trinidad and Tobago,Good,35
1259,2022-07-25,Turkey,Moderate,80
1261,2022-07-25,Uganda,Unhealthy,172
1262,2022-07-25,Ukraine,Good,49
1263,2022-07-25,United Arab Emirates,Unhealthy for Sensitive Groups,115
1264,2022-07-25,United Kingdom of Great Britain and Northern Ireland,Good,33
1265,2022-07-25,United States of America,Moderate,84
1267,2022-07-25,Vatican,Moderate,61
1269,2022-07-25,Vietnam,Moderate,84
1273,2022-07-26,Andorra,Good,21
1275,2022-07-26,Argentina,Good,35
1276,2022-07-26,Armenia,Moderate,65
1277,2022-07-26,Australia,Good,44
1278,2022-07-26,Austria,Good,27
1279,2022-07-26,Azerbaijan,Good,40
1281,2022-07-26,Bangladesh,Unhealthy for Sensitive Groups,141
1282,2022-07-26,Belarus,Good,22
1283,2022-07-26,Belgium,Good,40
1287,2022-07-26,Bosnia and Herzegovina,Moderate,72
1288,2022-07-26,Brazil,Unhealthy for Sensitive Groups,124
1289,2022-07-26,Brunei,Good,10
1290,2022-07-26,Bulgaria,Good,43
1293,2022-07-26,Canada,Good,49
1294,2022-07-26,Cape Verde,Good,46
1298,2022-07-26,Chile,Unhealthy for Sensitive Groups,113
1299,2022-07-26,China,Unhealthy for Sensitive Groups,142
1300,2022-07-26,Colombia,Moderate,64
1302,2022-07-26,Croatia,Good,39
1303,2022-07-26,Cyprus,Good,35
1304,2022-07-26,Czech Republic,Unhealthy for Sensitive Groups,128
1305,2022-07-26,Denmark,Good,12
1306,2022-07-26,Dominican Republic,Good,47
1307,2022-07-26,Ecuador,Good,48
1310,2022-07-26,Estonia,Good,24
1311,2022-07-26,Ethiopia,Unhealthy,152
1312,2022-07-26,Finland,Good,30
1313,2022-07-26,France,Moderate,59
1314,2022-07-26,French Guiana,Good,7
1317,2022-07-26,Georgia,Good,42
1318,2022-07-26,Germany,Good,44
1319,2022-07-26,Ghana,Moderate,100
1321,2022-07-26,Greece,Moderate,59
1323,2022-07-26,Guadeloupe,Good,19
1325,2022-07-26,Guatemala,Good,28
1327,2022-07-26,Hong Kong,Good,49
1329,2022-07-26,Iceland,Good,27
1330,2022-07-26,India,Unhealthy,152
1331,2022-07-26,Indonesia,Moderate,93
1334,2022-07-26,Ireland,Good,18
1335,2022-07-26,Israel,Unhealthy for Sensitive Groups,139
1336,2022-07-26,Italy,Moderate,78
1338,2022-07-26,Japan,Unhealthy for Sensitive Groups,129
1340,2022-07-26,Jordan,Good,26
1341,2022-07-26,Kazakhstan,Moderate,62
1342,2022-07-26,Kenya,Unhealthy for Sensitive Groups,109
1344,2022-07-26,Kuwait,Unhealthy for Sensitive Groups,107
1345,2022-07-26,Kyrgyzstan,Good,36
1346,2022-07-26,Laos,Moderate,77
1347,2022-07-26,Latvia,Good,19
1350,2022-07-26,Liechtenstein,Good,23
1351,2022-07-26,Lithuania,Good,33
1353,2022-07-26,Macao,Moderate,68
1354,2022-07-26,Macedonia,Moderate,58
1355,2022-07-26,Madagascar,Moderate,87
1356,2022-07-26,Malaysia,Moderate,56
1357,2022-07-26,Malta,Good,49
1358,2022-07-26,Martinique,Moderate,54
1359,2022-07-26,Mexico,Moderate,62
1360,2022-07-26,Moldova,Good,6
1361,2022-07-26,Monaco,Good,42
1362,2022-07-26,Mongolia,Good,35
1363,2022-07-26,Montenegro,Moderate,65
1364,2022-07-26,Myanmar,Good,27
1365,2022-07-26,Nepal,Good,43
1366,2022-07-26,Netherlands,Good,32
1368,2022-07-26,New Zealand,Good,42
1369,2022-07-26,Nigeria,Unhealthy for Sensitive Groups,105
1370,2022-07-26,Norway,Good,15
1371,2022-07-26,Pakistan,Moderate,91
1372,2022-07-26,Palestinian Territory,Moderate,80
1373,2022-07-26,Peru,Moderate,82
1374,2022-07-26,Philippines,Moderate,83
1375,2022-07-26,Poland,Moderate,51
1376,2022-07-26,Portugal,Good,22
1379,2022-07-26,Reunion,Good,30
1380,2022-07-26,Romania,Moderate,70
1381,2022-07-26,Russia,Moderate,80
1382,2022-07-26,San Marino,Moderate,64
1384,2022-07-26,Serbia,Moderate,65
1385,2022-07-26,Singapore,Good,19
1386,2022-07-26,Slovakia,Moderate,77
1387,2022-07-26,Slovenia,Good,43
1388,2022-07-26,South Africa,Moderate,83
1389,2022-07-26,South Korea,Unhealthy for Sensitive Groups,116
1390,2022-07-26,Spain,Moderate,99
1391,2022-07-26,Sri Lanka,Moderate,61
1393,2022-07-26,Sweden,Good,20
1394,2022-07-26,Switzerland,Good,22
1395,2022-07-26,Taiwan,Moderate,60
1396,2022-07-26,Tajikistan,Moderate,65
1397,2022-07-26,Thailand,Unhealthy for Sensitive Groups,112
1399,2022-07-26,Trinidad and Tobago,Good,27
1400,2022-07-26,Turkey,Unhealthy for Sensitive Groups,101
1402,2022-07-26,Uganda,Unhealthy for Sensitive Groups,150
1403,2022-07-26,Ukraine,Good,32
1404,2022-07-26,United Arab Emirates,Very Unhealthy,251
1405,2022-07-26,United Kingdom of Great Britain and Northern Ireland,Good,36
1406,2022-07-26,United States of America,Moderate,76
1408,2022-07-26,Vatican,Moderate,53
1410,2022-07-26,Vietnam,Moderate,60
1414,2022-07-26,Andorra,Good,31
1416,2022-07-26,Argentina,Good,43
1417,2022-07-26,Armenia,Moderate,57
1418,2022-07-26,Australia,Good,39
1419,2022-07-26,Austria,Good,48
1420,2022-07-26,Azerbaijan,Good,13
1422,2022-07-26,Bangladesh,Unhealthy for Sensitive Groups,141
1423,2022-07-26,Belarus,Good,37
1424,2022-07-26,Belgium,Good,23
1428,2022-07-26,Bosnia and Herzegovina,Good,50
1429,2022-07-26,Brazil,Moderate,92
1430,2022-07-26,Brunei,Good,10
1431,2022-07-26,Bulgaria,Good,37
1434,2022-07-26,Canada,Good,45
1435,2022-07-26,Cape Verde,Moderate,64
1439,2022-07-26,Chile,Moderate,69
1440,2022-07-26,China,Unhealthy,154
1441,2022-07-26,Colombia,Moderate,65
1443,2022-07-26,Croatia,Good,33
1444,2022-07-26,Cyprus,Good,32
1445,2022-07-26,Czech Republic,Moderate,78
1446,2022-07-26,Denmark,Good,13
1447,2022-07-26,Dominican Republic,Good,39
1448,2022-07-26,Ecuador,Moderate,60
1451,2022-07-26,Estonia,Good,24
1452,2022-07-26,Ethiopia,Unhealthy,151
1453,2022-07-26,Finland,Good,31
1454,2022-07-26,France,Good,47
1455,2022-07-26,French Guiana,Good,15
1458,2022-07-26,Georgia,Moderate,80
1459,2022-07-26,Germany,Good,41
1460,2022-07-26,Ghana,Moderate,80
1462,2022-07-26,Greece,Moderate,60
1464,2022-07-26,Guadeloupe,Good,16
1466,2022-07-26,Guatemala,Good,35
1468,2022-07-26,Hong Kong,Good,25
1470,2022-07-26,Iceland,Good,9
1471,2022-07-26,India,Unhealthy,155
1472,2022-07-26,Indonesia,Moderate,93
1475,2022-07-26,Ireland,Good,18
1476,2022-07-26,Israel,Moderate,78
1477,2022-07-26,Italy,Moderate,94
1479,2022-07-26,Japan,Unhealthy for Sensitive Groups,112
1481,2022-07-26,Jordan,Good,25
1482,2022-07-26,Kazakhstan,Moderate,88
1483,2022-07-26,Kenya,Good,39
1485,2022-07-26,Kuwait,Moderate,100
1486,2022-07-26,Kyrgyzstan,Good,36
1487,2022-07-26,Laos,Good,49
1488,2022-07-26,Latvia,Good,13
1491,2022-07-26,Liechtenstein,Good,18
1492,2022-07-26,Lithuania,Good,27
1494,2022-07-26,Macao,Good,46
1495,2022-07-26,Macedonia,Moderate,66
1496,2022-07-26,Madagascar,Moderate,80
1497,2022-07-26,Malaysia,Moderate,57
1498,2022-07-26,Malta,Good,37
1499,2022-07-26,Martinique,Good,29
1500,2022-07-26,Mexico,Moderate,77
1501,2022-07-26,Moldova,Good,16
1502,2022-07-26,Monaco,Good,41
1503,2022-07-26,Mongolia,Good,44
1504,2022-07-26,Montenegro,Good,45
1505,2022-07-26,Myanmar,Good,30
1506,2022-07-26,Nepal,Good,50
1507,2022-07-26,Netherlands,Good,27
1509,2022-07-26,New Zealand,Good,40
1510,2022-07-26,Nigeria,Unhealthy for Sensitive Groups,105
1511,2022-07-26,Norway,Good,17
1512,2022-07-26,Pakistan,Moderate,91
1513,2022-07-26,Palestinian Territory,Moderate,54
1514,2022-07-26,Peru,Moderate,84
1515,2022-07-26,Philippines,Moderate,83
1516,2022-07-26,Poland,Moderate,52
1517,2022-07-26,Portugal,Good,21
1520,2022-07-26,Reunion,Good,19
1521,2022-07-26,Romania,Moderate,81
1522,2022-07-26,Russia,Unhealthy for Sensitive Groups,108
1523,2022-07-26,San Marino,Moderate,64
1525,2022-07-26,Serbia,Moderate,56
1526,2022-07-26,Singapore,Good,19
1527,2022-07-26,Slovakia,Moderate,55
1528,2022-07-26,Slovenia,Good,27
1529,2022-07-26,South Africa,Moderate,83
1530,2022-07-26,South Korea,Unhealthy for Sensitive Groups,140
1531,2022-07-26,Spain,Moderate,92
1532,2022-07-26,Sri Lanka,Moderate,78
1534,2022-07-26,Sweden,Good,18
1535,2022-07-26,Switzerland,Good,29
1536,2022-07-26,Taiwan,Moderate,61
1537,2022-07-26,Tajikistan,Moderate,72
1538,2022-07-26,Thailand,Unhealthy for Sensitive Groups,146
1540,2022-07-26,Trinidad and Tobago,Good,26
1541,2022-07-26,Turkey,Unhealthy for Sensitive Groups,121
1543,2022-07-26,Uganda,Unhealthy,162
1544,2022-07-26,Ukraine,Moderate,56
1545,2022-07-26,United Arab Emirates,Hazardous,327
1546,2022-07-26,United Kingdom of Great Britain and Northern Ireland,Good,32
1547,2022-07-26,United States of America,Moderate,81
1549,2022-07-26,Vatican,Moderate,53
1551,2022-07-26,Vietnam,Moderate,88
1555,2022-07-27,Andorra,Good,24
1557,2022-07-27,Argentina,Good,33
1558,2022-07-27,Armenia,Moderate,58
1559,2022-07-27,Australia,Good,46
1560,2022-07-27,Austria,Good,32
1561,2022-07-27,Azerbaijan,Good,17
1563,2022-07-27,Bangladesh,Unhealthy for Sensitive Groups,141
1564,2022-07-27,Belarus,Good,29
1565,2022-07-27,Belgium,Good,20
1569,2022-07-27,Bosnia and Herzegovina,Moderate,60
1570,2022-07-27,Brazil,Unhealthy for Sensitive Groups,103
1571,2022-07-27,Brunei,Good,12
1572,2022-07-27,Bulgaria,Good,33
1575,2022-07-27,Canada,Moderate,61
1576,2022-07-27,Cape Verde,Good,32
1580,2022-07-27,Chile,Moderate,83
1581,2022-07-27,China,Unhealthy for Sensitive Groups,147
1582,2022-07-27,Colombia,Moderate,67
1584,2022-07-27,Croatia,Good,38
1585,2022-07-27,Cyprus,Good,37
1586,2022-07-27,Czech Republic,Moderate,71
1587,2022-07-27,Denmark,Good,13
1588,2022-07-27,Dominican Republic,Good,28
1589,2022-07-27,Ecuador,Moderate,69
1592,2022-07-27,Estonia,Good,11
1593,2022-07-27,Ethiopia,Unhealthy for Sensitive Groups,113
1594,2022-07-27,Finland,Good,15
1595,2022-07-27,France,Good,49
1596,2022-07-27,French Guiana,Good,14
1599,2022-07-27,Georgia,Good,44
1600,2022-07-27,Germany,Moderate,58
1601,2022-07-27,Ghana,Moderate,63
1603,2022-07-27,Greece,Moderate,56
1605,2022-07-27,Guadeloupe,Good,15
1607,2022-07-27,Guatemala,Moderate,78
1609,2022-07-27,Hong Kong,Good,28
1611,2022-07-27,Iceland,Good,11
1612,2022-07-27,India,Unhealthy,163
1613,2022-07-27,Indonesia,Moderate,93
1616,2022-07-27,Ireland,Good,18
1617,2022-07-27,Israel,Moderate,75
1618,2022-07-27,Italy,Moderate,88
1620,2022-07-27,Japan,Moderate,75
1622,2022-07-27,Jordan,Good,35
1623,2022-07-27,Kazakhstan,Moderate,86
1624,2022-07-27,Kenya,Moderate,72
1626,2022-07-27,Kuwait,Unhealthy for Sensitive Groups,116
1627,2022-07-27,Kyrgyzstan,Moderate,52
1628,2022-07-27,Laos,Moderate,84
1629,2022-07-27,Latvia,Good,6
1632,2022-07-27,Liechtenstein,Good,25
1633,2022-07-27,Lithuania,Good,24
1635,2022-07-27,Macao,Good,30
1636,2022-07-27,Macedonia,Moderate,63
1637,2022-07-27,Madagascar,Moderate,57
1638,2022-07-27,Malaysia,Moderate,58
1639,2022-07-27,Malta,Moderate,56
1640,2022-07-27,Martinique,Good,23
1641,2022-07-27,Mexico,Moderate,81
1642,2022-07-27,Moldova,Good,12
1643,2022-07-27,Monaco,Good,32
1644,2022-07-27,Mongolia,Good,42
1645,2022-07-27,Montenegro,Good,49
1646,2022-07-27,Myanmar,Good,33
1647,2022-07-27,Nepal,Good,37
1648,2022-07-27,Netherlands,Good,29
1650,2022-07-27,New Zealand,Good,41
1651,2022-07-27,Nigeria,Unhealthy for Sensitive Groups,105
1652,2022-07-27,Norway,Good,23
1653,2022-07-27,Pakistan,Moderate,91
1654,2022-07-27,Palestinian Territory,Moderate,55
1655,2022-07-27,Peru,Moderate,89
1656,2022-07-27,Philippines,Moderate,83
1657,2022-07-27,Poland,Good,47
1658,2022-07-27,Portugal,Good,31
1661,2022-07-27,Reunion,Good,17
1662,2022-07-27,Romania,Moderate,64
1663,2022-07-27,Russia,Unhealthy for Sensitive Groups,104
1664,2022-07-27,San Marino,Moderate,57
1666,2022-07-27,Serbia,Moderate,67
1667,2022-07-27,Singapore,Moderate,56
1668,2022-07-27,Slovakia,Moderate,58
1669,2022-07-27,Slovenia,Good,48
1670,2022-07-27,South Africa,Moderate,83
1671,2022-07-27,South Korea,Moderate,78
1672,2022-07-27,Spain,Moderate,85
1673,2022-07-27,Sri Lanka,Moderate,53
1675,2022-07-27,Sweden,Good,15
1676,2022-07-27,Switzerland,Good,39
1677,2022-07-27,Taiwan,Moderate,61
1678,2022-07-27,Tajikistan,Moderate,74
